base_module,symbol,entry_date,relation,off_entries,top20_entries,off_closed_pnl,top20_closed_pnl,delta_closed_pnl,off_open_lots,top20_open_lots,off_open_unrealized_est,top20_open_unrealized_est,delta_open_unrealized_est,off_avg_rank,top20_avg_rank,top20_avg_mfe_pct,top20_avg_mae_pct
strategies.realized_giveback_no_bull,PG,2025-02-24,added_by_top20,0,1,0.00,154.47,154.47,0,0,0.00,0.00,0.00,,109.000,0.056,-0.076
strategies.realized_giveback_no_bull,PG,2025-02-27,removed_by_top20,1,0,47.27,0.00,-47.27,0,0,0.00,0.00,0.00,104.000,,,
strategies.realized_giveback_no_bull,PG,2025-03-04,added_by_top20,0,1,0.00,0.00,0.00,0,1,0.00,-458.13,-458.13,,100.000,,
strategies.realized_giveback_no_bull,PG,2025-03-05,removed_by_top20,1,0,0.00,0.00,0.00,1,0,-560.87,0.00,560.87,97.000,,,
strategies.realized_giveback_no_bull,TSLA,2025-01-03,shared,1,1,227.23,227.23,0.00,0,0,0.00,0.00,0.00,0.000,0.000,0.062,-0.010
strategies.realized_giveback_no_bull,TSLA,2025-01-06,shared,1,1,159.74,159.74,0.00,0,0,0.00,0.00,0.00,0.000,0.000,0.045,-0.002
strategies.realized_giveback_no_bull,TSLA,2025-01-21,shared,1,1,-3.79,-3.79,0.00,0,0,0.00,0.00,0.00,0.000,0.000,0.000,-0.001
strategies.realized_giveback_no_bull,TSLA,2025-01-22,shared,1,1,110.29,110.29,0.00,0,0,0.00,0.00,0.00,0.000,0.000,0.039,-0.494
strategies.realized_giveback_no_bull,TSLA,2025-09-23,shared,1,1,78.97,256.97,178.00,0,0,0.00,0.00,0.00,1.000,1.000,0.060,-0.507
strategies.realized_giveback_no_bull,TSLA,2025-10-02,added_by_top20,0,1,0.00,174.82,174.82,0,0,0.00,0.00,0.00,,1.000,0.063,-0.179
strategies.realized_giveback_no_bull,TSLA,2025-10-03,removed_by_top20,1,0,-4.42,0.00,4.42,0,0,0.00,0.00,0.00,1.000,,,
strategies.realized_giveback_no_bull,TSLA,2025-10-07,removed_by_top20,1,0,-13.65,0.00,13.65,0,0,0.00,0.00,0.00,1.000,,,
strategies.realized_giveback_no_bull,TSLA,2025-10-31,removed_by_top20,1,0,55.53,0.00,-55.53,0,0,0.00,0.00,0.00,1.000,,,
strategies.realized_giveback_no_bull,TSLA,2025-11-05,removed_by_top20,1,0,-4.48,0.00,4.48,0,0,0.00,0.00,0.00,1.000,,,
strategies.realized_giveback_no_bull,TSLA,2025-11-06,removed_by_top20,1,0,238.08,0.00,-238.08,0,0,0.00,0.00,0.00,1.000,,,
strategies.realized_giveback_no_bull,TSLA,2025-12-17,shared,1,1,0.00,0.00,0.00,1,1,-578.56,-538.13,40.43,3.000,3.000,,
strategies.realized_giveback_no_bull,UNH,2025-01-03,removed_by_top20,1,0,132.35,0.00,-132.35,0,0,0.00,0.00,0.00,15.000,,,
strategies.realized_giveback_no_bull,UNH,2025-01-06,added_by_top20,0,1,0.00,159.11,159.11,0,0,0.00,0.00,0.00,,15.000,0.050,-0.004
strategies.realized_giveback_no_bull,UNH,2025-01-10,removed_by_top20,1,0,96.74,0.00,-96.74,0,0,0.00,0.00,0.00,19.000,,,
strategies.realized_giveback_no_bull,UNH,2025-01-14,added_by_top20,0,1,0.00,139.51,139.51,0,0,0.00,0.00,0.00,,20.000,0.046,-0.216
strategies.realized_giveback_no_bull,UNH,2025-01-28,removed_by_top20,1,0,152.38,0.00,-152.38,0,0,0.00,0.00,0.00,28.000,,,
strategies.realized_giveback_no_bull,UNH,2025-04-09,shared,1,1,104.79,-3.36,-108.15,0,0,0.00,0.00,0.00,34.000,34.000,0.000,-0.001
strategies.realized_giveback_no_bull,UNH,2025-04-10,shared,1,1,0.00,0.00,0.00,1,1,-514.60,-431.56,83.04,31.000,31.000,,
strategies.realized_giveback_no_bull,V,2025-01-03,shared,1,1,223.26,226.26,3.00,0,0,0.00,0.00,0.00,45.000,45.000,0.062,-0.037
strategies.realized_giveback_no_bull,V,2025-01-27,removed_by_top20,1,0,129.12,0.00,-129.12,0,0,0.00,0.00,0.00,48.000,,,
strategies.realized_giveback_no_bull,V,2025-01-28,added_by_top20,0,1,0.00,71.42,71.42,0,0,0.00,0.00,0.00,,48.000,0.044,-0.002
strategies.realized_giveback_no_bull,V,2025-01-31,removed_by_top20,1,0,95.15,0.00,-95.15,0,0,0.00,0.00,0.00,44.000,,,
strategies.realized_giveback_no_bull,V,2025-02-03,added_by_top20,0,1,0.00,87.24,87.24,0,0,0.00,0.00,0.00,,43.000,0.042,-0.006
strategies.realized_giveback_no_bull,V,2025-02-21,added_by_top20,0,1,0.00,-7.06,-7.06,0,0,0.00,0.00,0.00,,42.000,0.042,-0.136
strategies.realized_giveback_no_bull,V,2025-02-27,removed_by_top20,1,0,98.07,0.00,-98.07,0,0,0.00,0.00,0.00,41.000,,,
strategies.realized_giveback_no_bull,V,2025-03-05,added_by_top20,0,1,0.00,-3.87,-3.87,0,0,0.00,0.00,0.00,,42.000,0.000,-0.001
strategies.realized_giveback_no_bull,V,2025-03-06,added_by_top20,0,1,0.00,87.98,87.98,0,0,0.00,0.00,0.00,,42.000,0.027,-0.135
strategies.realized_giveback_no_bull,V,2025-05-13,added_by_top20,0,1,0.00,-4.37,-4.37,0,0,0.00,0.00,0.00,,42.000,0.049,-0.165
strategies.realized_giveback_no_bull,V,2025-05-21,removed_by_top20,1,0,0.00,0.00,0.00,1,0,-533.67,0.00,533.67,47.000,,,
strategies.realized_giveback_no_bull,V,2025-06-16,added_by_top20,0,1,0.00,-3.94,-3.94,0,0,0.00,0.00,0.00,,52.000,0.000,-0.001
strategies.realized_giveback_no_bull,XOM,2025-01-03,shared,1,1,79.21,112.49,33.28,0,0,0.00,0.00,0.00,41.000,41.000,0.044,-0.021
strategies.realized_giveback_no_bull,XOM,2025-01-23,removed_by_top20,1,0,268.41,0.00,-268.41,0,0,0.00,0.00,0.00,48.000,,,
strategies.realized_giveback_no_bull,XOM,2025-03-27,removed_by_top20,1,0,0.00,0.00,0.00,1,0,-552.33,0.00,552.33,50.000,,,
strategies.realized_target_04_fast_take,AAPL,2025-01-03,shared,1,1,210.00,157.48,-52.52,0,0,0.00,0.00,0.00,4.000,4.000,0.042,-0.302
strategies.realized_target_04_fast_take,AAPL,2025-09-23,shared,1,1,171.44,171.44,0.00,0,0,0.00,0.00,0.00,4.000,4.000,0.040,-0.050
strategies.realized_target_04_fast_take,AAPL,2025-10-28,shared,1,1,172.16,172.16,0.00,0,0,0.00,0.00,0.00,5.000,5.000,0.042,-0.014
strategies.realized_target_04_fast_take,AAPL,2025-12-01,shared,1,1,0.00,0.00,0.00,1,1,-643.36,-517.70,125.66,10.000,10.000,,
strategies.realized_target_04_fast_take,ABBV,2025-01-03,shared,1,1,244.32,244.32,0.00,0,0,0.00,0.00,0.00,131.000,131.000,0.069,-0.060
strategies.realized_target_04_fast_take,ABBV,2025-02-05,shared,1,1,207.37,207.37,0.00,0,0,0.00,0.00,0.00,97.000,97.000,0.057,-0.009
strategies.realized_target_04_fast_take,ABBV,2025-02-21,shared,1,1,182.89,182.89,0.00,0,0,0.00,0.00,0.00,114.000,114.000,0.049,-0.002
strategies.realized_target_04_fast_take,ABBV,2025-03-03,shared,1,1,151.83,160.26,8.43,0,0,0.00,0.00,0.00,100.000,100.000,0.053,-0.219
strategies.realized_target_04_fast_take,ABBV,2025-09-12,shared,1,1,163.32,263.40,100.08,0,0,0.00,0.00,0.00,149.000,149.000,0.045,-0.298
strategies.realized_target_04_fast_take,ABBV,2025-10-01,shared,1,1,168.95,116.58,-52.37,0,0,0.00,0.00,0.00,134.000,134.000,0.043,-0.001
strategies.realized_target_04_fast_take,ABBV,2025-10-02,shared,1,1,0.00,0.00,0.00,1,1,-667.26,-503.37,163.89,122.000,122.000,,
strategies.realized_target_04_fast_take,AMD,2025-01-03,shared,1,1,-80.07,-80.07,0.00,0,0,0.00,0.00,0.00,12.000,12.000,0.072,-0.374
strategies.realized_target_04_fast_take,AMD,2025-05-15,shared,1,1,229.66,229.66,0.00,0,0,0.00,0.00,0.00,16.000,16.000,0.059,-0.079
strategies.realized_target_04_fast_take,AMD,2025-06-11,shared,1,1,138.39,138.39,0.00,0,0,0.00,0.00,0.00,16.000,16.000,0.055,-0.068
strategies.realized_target_04_fast_take,AMD,2025-06-18,shared,1,1,421.47,421.47,0.00,0,0,0.00,0.00,0.00,14.000,14.000,0.108,-0.010
strategies.realized_target_04_fast_take,AMD,2025-06-25,shared,1,1,96.08,96.08,0.00,0,0,0.00,0.00,0.00,11.000,11.000,0.050,-0.005
strategies.realized_target_04_fast_take,AMD,2025-06-30,shared,1,1,363.82,363.82,0.00,0,0,0.00,0.00,0.00,11.000,11.000,0.107,-0.060
strategies.realized_target_04_fast_take,AMD,2025-07-16,shared,1,1,208.01,208.01,0.00,0,0,0.00,0.00,0.00,7.000,7.000,0.055,-0.037
strategies.realized_target_04_fast_take,AMD,2025-07-25,shared,1,1,278.36,278.36,0.00,0,0,0.00,0.00,0.00,9.000,9.000,0.082,-0.004
strategies.realized_target_04_fast_take,AMD,2025-07-30,shared,1,1,66.25,66.25,0.00,0,0,0.00,0.00,0.00,6.000,6.000,0.054,-0.103
strategies.realized_target_04_fast_take,AMD,2025-08-14,shared,1,1,763.51,737.96,-25.55,0,0,0.00,0.00,0.00,5.000,5.000,0.195,-0.180
strategies.realized_target_04_fast_take,AMD,2025-10-08,shared,1,1,222.23,475.73,253.50,0,0,0.00,0.00,0.00,8.000,8.000,0.112,-0.000
strategies.realized_target_04_fast_take,AMD,2025-10-09,shared,1,1,263.11,428.17,165.06,0,0,0.00,0.00,0.00,5.000,5.000,0.096,-0.089
strategies.realized_target_04_fast_take,AMD,2025-10-27,shared,1,1,192.61,85.91,-106.70,0,0,0.00,0.00,0.00,4.000,4.000,0.048,-0.014
strategies.realized_target_04_fast_take,AMD,2025-10-29,removed_by_top20,1,0,0.00,0.00,0.00,1,0,-681.22,0.00,681.22,4.000,,,
strategies.realized_target_04_fast_take,AMD,2025-10-31,added_by_top20,0,1,0.00,0.00,0.00,0,1,0.00,-507.09,-507.09,,4.000,,
strategies.realized_target_04_fast_take,AMZN,2025-01-03,shared,1,1,258.93,258.93,0.00,0,0,0.00,0.00,0.00,8.000,8.000,0.079,-0.033
strategies.realized_target_04_fast_take,AMZN,2025-01-29,shared,1,1,293.05,157.73,-135.32,0,0,0.00,0.00,0.00,8.000,8.000,0.053,-0.322
strategies.realized_target_04_fast_take,AMZN,2025-11-04,shared,1,1,0.00,0.00,0.00,1,1,-654.36,-493.64,160.72,6.000,6.000,,
strategies.realized_target_04_fast_take,AVGO,2025-01-03,shared,1,1,85.03,202.52,117.49,0,0,0.00,0.00,0.00,6.000,6.000,0.059,-0.059
strategies.realized_target_04_fast_take,AVGO,2025-01-22,added_by_top20,0,1,0.00,158.36,158.36,0,0,0.00,0.00,0.00,,9.000,0.042,-0.434
strategies.realized_target_04_fast_take,AVGO,2025-01-23,removed_by_top20,1,0,-128.50,0.00,128.50,0,0,0.00,0.00,0.00,10.000,,,
strategies.realized_target_04_fast_take,AVGO,2025-02-12,removed_by_top20,1,0,-3.97,0.00,3.97,0,0,0.00,0.00,0.00,9.000,,,
strategies.realized_target_04_fast_take,AVGO,2025-02-13,removed_by_top20,1,0,248.07,0.00,-248.07,0,0,0.00,0.00,0.00,9.000,,,
strategies.realized_target_04_fast_take,AVGO,2025-06-03,removed_by_top20,1,0,184.57,0.00,-184.57,0,0,0.00,0.00,0.00,17.000,,,
strategies.realized_target_04_fast_take,AVGO,2025-06-04,added_by_top20,0,1,0.00,152.71,152.71,0,0,0.00,0.00,0.00,,16.000,0.043,-0.068
strategies.realized_target_04_fast_take,AVGO,2025-06-05,removed_by_top20,1,0,201.35,0.00,-201.35,0,0,0.00,0.00,0.00,16.000,,,
strategies.realized_target_04_fast_take,AVGO,2025-06-26,added_by_top20,0,1,0.00,163.14,163.14,0,0,0.00,0.00,0.00,,12.000,0.049,-0.020
strategies.realized_target_04_fast_take,AVGO,2025-07-01,removed_by_top20,1,0,212.85,0.00,-212.85,0,0,0.00,0.00,0.00,13.000,,,
strategies.realized_target_04_fast_take,AVGO,2025-07-10,added_by_top20,0,1,0.00,156.73,156.73,0,0,0.00,0.00,0.00,,15.000,0.043,-0.060
strategies.realized_target_04_fast_take,AVGO,2025-07-18,removed_by_top20,1,0,220.42,0.00,-220.42,0,0,0.00,0.00,0.00,17.000,,,
strategies.realized_target_04_fast_take,AVGO,2025-07-25,added_by_top20,0,1,0.00,159.23,159.23,0,0,0.00,0.00,0.00,,19.000,0.041,-0.097
strategies.realized_target_04_fast_take,AVGO,2025-07-30,added_by_top20,0,1,0.00,186.59,186.59,0,0,0.00,0.00,0.00,,20.000,0.052,-0.066
strategies.realized_target_04_fast_take,AVGO,2025-07-31,removed_by_top20,1,0,490.28,0.00,-490.28,0,0,0.00,0.00,0.00,20.000,,,
strategies.realized_target_04_fast_take,AVGO,2025-08-13,added_by_top20,0,1,0.00,341.03,341.03,0,0,0.00,0.00,0.00,,18.000,0.104,-0.106
strategies.realized_target_04_fast_take,AVGO,2025-09-09,shared,1,1,291.71,167.85,-123.86,0,0,0.00,0.00,0.00,12.000,12.000,0.042,-0.031
strategies.realized_target_04_fast_take,AVGO,2025-09-11,shared,1,1,159.38,159.38,0.00,0,0,0.00,0.00,0.00,10.000,10.000,0.042,-0.118
strategies.realized_target_04_fast_take,AVGO,2025-10-29,shared,1,1,203.46,203.46,0.00,0,0,0.00,0.00,0.00,15.000,15.000,0.067,-0.126
strategies.realized_target_04_fast_take,AVGO,2025-12-02,shared,1,1,176.32,176.32,0.00,0,0,0.00,0.00,0.00,14.000,14.000,0.049,-0.045
strategies.realized_target_04_fast_take,AVGO,2025-12-09,shared,1,1,0.00,0.00,0.00,1,1,-619.24,-513.86,105.38,13.000,13.000,,
strategies.realized_target_04_fast_take,COST,2025-01-03,shared,1,1,253.40,253.40,0.00,0,0,0.00,0.00,0.00,40.000,40.000,0.081,-0.002
strategies.realized_target_04_fast_take,COST,2025-01-31,shared,1,1,155.02,155.02,0.00,0,0,0.00,0.00,0.00,54.000,54.000,0.044,-0.005
strategies.realized_target_04_fast_take,COST,2025-02-05,shared,1,1,154.06,154.06,0.00,0,0,0.00,0.00,0.00,52.000,52.000,0.052,-0.002
strategies.realized_target_04_fast_take,COST,2025-02-14,shared,1,1,0.00,0.00,0.00,1,1,-492.34,-371.42,120.93,51.000,51.000,,
strategies.realized_target_04_fast_take,CRM,2025-01-03,shared,1,1,309.44,273.79,-35.65,0,0,0.00,0.00,0.00,27.000,27.000,0.075,-0.057
strategies.realized_target_04_fast_take,CRM,2025-01-28,added_by_top20,0,1,0.00,157.10,157.10,0,0,0.00,0.00,0.00,,36.000,0.042,-0.002
strategies.realized_target_04_fast_take,CRM,2025-01-29,shared,1,1,0.00,0.00,0.00,1,1,-597.48,-450.73,146.75,33.000,33.000,,
strategies.realized_target_04_fast_take,GOOGL,2025-01-03,shared,1,1,156.08,1.54,-154.54,0,0,0.00,0.00,0.00,13.000,13.000,0.050,-0.022
strategies.realized_target_04_fast_take,GOOGL,2025-01-07,removed_by_top20,1,0,159.14,0.00,-159.14,0,0,0.00,0.00,0.00,13.000,,,
strategies.realized_target_04_fast_take,GOOGL,2025-01-28,added_by_top20,0,1,0.00,194.92,194.92,0,0,0.00,0.00,0.00,,14.000,0.055,-0.006
strategies.realized_target_04_fast_take,GOOGL,2025-01-31,added_by_top20,0,1,0.00,140.25,140.25,0,0,0.00,0.00,0.00,,15.000,0.043,-0.305
strategies.realized_target_04_fast_take,GOOGL,2025-08-25,removed_by_top20,1,0,170.40,0.00,-170.40,0,0,0.00,0.00,0.00,12.000,,,
strategies.realized_target_04_fast_take,GOOGL,2025-08-29,shared,1,1,228.08,357.58,129.50,0,0,0.00,0.00,0.00,13.000,13.000,0.090,-0.025
strategies.realized_target_04_fast_take,GOOGL,2025-09-04,shared,1,1,162.19,156.87,-5.32,0,0,0.00,0.00,0.00,11.000,11.000,0.045,-0.016
strategies.realized_target_04_fast_take,GOOGL,2025-09-10,shared,1,1,188.01,216.07,28.06,0,0,0.00,0.00,0.00,10.000,10.000,0.051,-0.012
strategies.realized_target_04_fast_take,GOOGL,2025-09-16,shared,1,1,217.41,298.45,81.04,0,0,0.00,0.00,0.00,9.000,9.000,0.072,-0.063
strategies.realized_target_04_fast_take,GOOGL,2025-10-28,shared,1,1,238.16,204.74,-33.42,0,0,0.00,0.00,0.00,12.000,12.000,0.072,-0.014
strategies.realized_target_04_fast_take,GOOGL,2025-10-31,shared,1,1,180.90,306.56,125.66,0,0,0.00,0.00,0.00,12.000,12.000,0.072,-0.039
strategies.realized_target_04_fast_take,GOOGL,2025-11-20,shared,1,1,252.48,409.92,157.44,0,0,0.00,0.00,0.00,11.000,11.000,0.099,-0.027
strategies.realized_target_04_fast_take,GOOGL,2025-11-25,shared,1,1,0.00,0.00,0.00,1,1,-642.95,-485.03,157.92,9.000,9.000,,
strategies.realized_target_04_fast_take,HD,2025-01-03,shared,1,1,344.51,315.51,-29.00,0,0,0.00,0.00,0.00,73.000,73.000,0.083,-0.021
strategies.realized_target_04_fast_take,HD,2025-01-27,added_by_top20,0,1,0.00,0.00,0.00,0,1,0.00,-436.82,-436.82,,68.000,,
strategies.realized_target_04_fast_take,HD,2025-01-28,removed_by_top20,1,0,0.00,0.00,0.00,1,0,-579.37,0.00,579.37,70.000,,,
strategies.realized_target_04_fast_take,JPM,2025-01-03,shared,1,1,166.91,166.91,0.00,0,0,0.00,0.00,0.00,43.000,43.000,0.053,-0.019
strategies.realized_target_04_fast_take,JPM,2025-01-17,shared,1,1,137.70,137.70,0.00,0,0,0.00,0.00,0.00,32.000,32.000,0.047,-0.009
strategies.realized_target_04_fast_take,JPM,2025-01-24,removed_by_top20,1,0,169.78,0.00,-169.78,0,0,0.00,0.00,0.00,28.000,,,
strategies.realized_target_04_fast_take,JPM,2025-01-27,added_by_top20,0,1,0.00,203.16,203.16,0,0,0.00,0.00,0.00,,28.000,0.051,-0.005
strategies.realized_target_04_fast_take,JPM,2025-02-07,shared,1,1,125.49,125.49,0.00,0,0,0.00,0.00,0.00,25.000,25.000,0.046,-0.266
strategies.realized_target_04_fast_take,JPM,2025-06-27,shared,1,1,150.33,150.33,0.00,0,0,0.00,0.00,0.00,54.000,54.000,0.044,-0.022
strategies.realized_target_04_fast_take,JPM,2025-07-28,shared,1,1,188.66,188.66,0.00,0,0,0.00,0.00,0.00,31.000,31.000,0.049,-0.045
strategies.realized_target_04_fast_take,JPM,2025-09-18,shared,1,1,205.54,205.54,0.00,0,0,0.00,0.00,0.00,48.000,48.000,0.052,-0.066
strategies.realized_target_04_fast_take,JPM,2025-12-24,shared,1,1,0.00,0.00,0.00,1,1,-647.88,-488.75,159.13,36.000,36.000,,
strategies.realized_target_04_fast_take,LLY,2025-01-03,removed_by_top20,1,0,286.77,0.00,-286.77,0,0,0.00,0.00,0.00,33.000,,,
strategies.realized_target_04_fast_take,LLY,2025-01-06,added_by_top20,0,1,0.00,233.19,233.19,0,0,0.00,0.00,0.00,,33.000,0.063,-0.068
strategies.realized_target_04_fast_take,LLY,2025-02-05,shared,1,1,159.46,131.47,-27.99,0,0,0.00,0.00,0.00,20.000,20.000,0.044,-0.006
strategies.realized_target_04_fast_take,LLY,2025-02-07,shared,1,1,155.34,140.74,-14.60,0,0,0.00,0.00,0.00,19.000,19.000,0.042,-0.039
strategies.realized_target_04_fast_take,LLY,2025-02-26,added_by_top20,0,1,0.00,144.04,144.04,0,0,0.00,0.00,0.00,,25.000,0.041,-0.316
strategies.realized_target_04_fast_take,LLY,2025-02-27,removed_by_top20,1,0,216.03,0.00,-216.03,0,0,0.00,0.00,0.00,24.000,,,
strategies.realized_target_04_fast_take,LLY,2025-11-06,added_by_top20,0,1,0.00,176.78,176.78,0,0,0.00,0.00,0.00,,40.000,0.049,-0.033
strategies.realized_target_04_fast_take,LLY,2025-11-11,shared,1,1,138.63,154.10,15.47,0,0,0.00,0.00,0.00,31.000,31.000,0.041,-0.009
strategies.realized_target_04_fast_take,LLY,2025-11-12,added_by_top20,0,1,0.00,170.18,170.18,0,0,0.00,0.00,0.00,,30.000,0.043,-0.005
strategies.realized_target_04_fast_take,LLY,2025-11-13,removed_by_top20,1,0,213.69,0.00,-213.69,0,0,0.00,0.00,0.00,29.000,,,
strategies.realized_target_04_fast_take,LLY,2025-11-19,added_by_top20,0,1,0.00,164.86,164.86,0,0,0.00,0.00,0.00,,24.000,0.043,-0.005
strategies.realized_target_04_fast_take,LLY,2025-11-26,shared,1,1,0.00,0.00,0.00,1,1,-506.59,-509.55,-2.96,22.000,22.000,,
strategies.realized_target_04_fast_take,MA,2025-01-03,shared,1,1,165.94,165.94,0.00,0,0,0.00,0.00,0.00,72.000,72.000,0.049,-0.038
strategies.realized_target_04_fast_take,MA,2025-01-28,shared,1,1,48.23,176.69,128.46,0,0,0.00,0.00,0.00,77.000,77.000,0.051,-0.083
strategies.realized_target_04_fast_take,MA,2025-01-31,added_by_top20,0,1,0.00,155.60,155.60,0,0,0.00,0.00,0.00,,65.000,0.041,-0.168
strategies.realized_target_04_fast_take,MA,2025-02-03,removed_by_top20,1,0,151.09,0.00,-151.09,0,0,0.00,0.00,0.00,61.000,,,
strategies.realized_target_04_fast_take,MA,2025-05-13,shared,1,1,0.00,0.00,0.00,1,1,-532.19,-403.55,128.64,62.000,62.000,,
strategies.realized_target_04_fast_take,META,2025-01-03,shared,1,1,176.16,143.86,-32.30,0,0,0.00,0.00,0.00,11.000,11.000,0.042,-0.029
strategies.realized_target_04_fast_take,META,2025-01-22,added_by_top20,0,1,0.00,146.47,146.47,0,0,0.00,0.00,0.00,,7.000,0.040,-0.007
strategies.realized_target_04_fast_take,META,2025-01-24,shared,1,1,194.54,151.26,-43.28,0,0,0.00,0.00,0.00,6.000,6.000,0.047,-0.032
strategies.realized_target_04_fast_take,META,2025-01-28,added_by_top20,0,1,0.00,230.98,230.98,0,0,0.00,0.00,0.00,,5.000,0.059,-0.010
strategies.realized_target_04_fast_take,META,2025-01-29,removed_by_top20,1,0,116.00,0.00,-116.00,0,0,0.00,0.00,0.00,5.000,,,
strategies.realized_target_04_fast_take,META,2025-01-30,added_by_top20,0,1,0.00,142.66,142.66,0,0,0.00,0.00,0.00,,5.000,0.046,-0.011
strategies.realized_target_04_fast_take,META,2025-01-31,removed_by_top20,1,0,116.55,0.00,-116.55,0,0,0.00,0.00,0.00,5.000,,,
strategies.realized_target_04_fast_take,META,2025-02-05,added_by_top20,0,1,0.00,139.87,139.87,0,0,0.00,0.00,0.00,,5.000,0.041,-0.051
strategies.realized_target_04_fast_take,META,2025-02-12,removed_by_top20,1,0,367.42,0.00,-367.42,0,0,0.00,0.00,0.00,5.000,,,
strategies.realized_target_04_fast_take,META,2025-02-14,added_by_top20,0,1,0.00,258.93,258.93,0,0,0.00,0.00,0.00,,5.000,0.074,-0.349
strategies.realized_target_04_fast_take,META,2025-08-13,shared,1,1,0.00,0.00,0.00,1,1,-604.99,-456.40,148.59,8.000,8.000,,
strategies.realized_target_04_fast_take,MRK,2025-01-03,shared,1,1,169.94,207.32,37.38,0,0,0.00,0.00,0.00,92.000,92.000,0.064,-0.261
strategies.realized_target_04_fast_take,MRK,2025-11-26,shared,1,1,0.00,0.00,0.00,1,1,-656.73,-507.52,149.22,95.000,95.000,,
strategies.realized_target_04_fast_take,MSFT,2025-01-03,shared,1,1,221.02,221.02,0.00,0,0,0.00,0.00,0.00,9.000,9.000,0.063,-0.025
strategies.realized_target_04_fast_take,MSFT,2025-01-29,shared,1,1,161.49,161.49,0.00,0,0,0.00,0.00,0.00,7.000,7.000,0.041,-0.218
strategies.realized_target_04_fast_take,MSFT,2025-05-28,shared,1,1,165.18,165.18,0.00,0,0,0.00,0.00,0.00,9.000,9.000,0.047,-0.011
strategies.realized_target_04_fast_take,MSFT,2025-06-20,shared,1,1,155.18,155.18,0.00,0,0,0.00,0.00,0.00,9.000,9.000,0.047,-0.021
strategies.realized_target_04_fast_take,MSFT,2025-07-10,shared,1,1,261.43,261.43,0.00,0,0,0.00,0.00,0.00,8.000,8.000,0.085,-0.008
strategies.realized_target_04_fast_take,MSFT,2025-08-01,shared,1,1,0.00,0.00,0.00,1,1,-569.21,-429.40,139.81,10.000,10.000,,
strategies.realized_target_04_fast_take,NFLX,2025-01-03,removed_by_top20,1,0,344.15,0.00,-344.15,0,0,0.00,0.00,0.00,26.000,,,
strategies.realized_target_04_fast_take,NFLX,2025-01-07,added_by_top20,0,1,0.00,380.27,380.27,0,0,0.00,0.00,0.00,,27.000,0.115,-0.068
strategies.realized_target_04_fast_take,NFLX,2025-01-29,removed_by_top20,1,0,160.90,0.00,-160.90,0,0,0.00,0.00,0.00,16.000,,,
strategies.realized_target_04_fast_take,NFLX,2025-02-11,removed_by_top20,1,0,308.06,0.00,-308.06,0,0,0.00,0.00,0.00,14.000,,,
strategies.realized_target_04_fast_take,NFLX,2025-04-25,removed_by_top20,1,0,32.06,0.00,-32.06,0,0,0.00,0.00,0.00,17.000,,,
strategies.realized_target_04_fast_take,NFLX,2025-05-05,removed_by_top20,1,0,98.38,0.00,-98.38,0,0,0.00,0.00,0.00,14.000,,,
strategies.realized_target_04_fast_take,NFLX,2025-05-19,removed_by_top20,1,0,176.62,0.00,-176.62,0,0,0.00,0.00,0.00,14.000,,,
strategies.realized_target_04_fast_take,NFLX,2025-06-05,removed_by_top20,1,0,189.91,0.00,-189.91,0,0,0.00,0.00,0.00,17.000,,,
strategies.realized_target_04_fast_take,NFLX,2025-06-27,removed_by_top20,1,0,0.00,0.00,0.00,1,0,-601.36,0.00,601.36,24.000,,,
strategies.realized_target_04_fast_take,NVDA,2025-01-07,shared,1,1,152.92,202.31,49.39,0,0,0.00,0.00,0.00,2.000,2.000,0.054,-0.419
strategies.realized_target_04_fast_take,NVDA,2025-06-27,removed_by_top20,1,0,174.46,0.00,-174.46,0,0,0.00,0.00,0.00,2.000,,,
strategies.realized_target_04_fast_take,NVDA,2025-06-30,added_by_top20,0,1,0.00,158.10,158.10,0,0,0.00,0.00,0.00,,2.000,0.049,-0.036
strategies.realized_target_04_fast_take,NVDA,2025-07-10,removed_by_top20,1,0,175.60,0.00,-175.60,0,0,0.00,0.00,0.00,2.000,,,
strategies.realized_target_04_fast_take,NVDA,2025-07-11,added_by_top20,0,1,0.00,204.01,204.01,0,0,0.00,0.00,0.00,,2.000,0.054,-0.018
strategies.realized_target_04_fast_take,NVDA,2025-07-16,removed_by_top20,1,0,174.99,0.00,-174.99,0,0,0.00,0.00,0.00,2.000,,,
strategies.realized_target_04_fast_take,NVDA,2025-07-18,added_by_top20,0,1,0.00,1.07,1.07,0,0,0.00,0.00,0.00,,2.000,0.048,-0.052
strategies.realized_target_04_fast_take,NVDA,2025-07-29,removed_by_top20,1,0,155.31,0.00,-155.31,0,0,0.00,0.00,0.00,2.000,,,
strategies.realized_target_04_fast_take,NVDA,2025-08-01,added_by_top20,0,1,0.00,143.34,143.34,0,0,0.00,0.00,0.00,,2.000,0.044,-0.020
strategies.realized_target_04_fast_take,NVDA,2025-08-11,added_by_top20,0,1,0.00,199.75,199.75,0,0,0.00,0.00,0.00,,2.000,0.054,-0.088
strategies.realized_target_04_fast_take,NVDA,2025-10-01,removed_by_top20,1,0,191.27,0.00,-191.27,0,0,0.00,0.00,0.00,3.000,,,
strategies.realized_target_04_fast_take,NVDA,2025-10-06,added_by_top20,0,1,0.00,54.44,54.44,0,0,0.00,0.00,0.00,,3.000,0.053,-0.013
